CLIENTNUM;Attrition_Flag;Customer_Age;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Total_Relationship_Count;Months_Inactive_12_mon;Credit_Limit;Total_Revolving_Bal;Avg_Open_To_Buy;Total_Trans_Amt;Total_Trans_Ct;
708132783;Existing Customer;47;F;3;Uneducated;Single;Unknown;Blue;42;6;2;16411;1179;15232;3929;71;
713372583;Existing Customer;42;F;4;High School;Single;Less than $40K;Blue;19;3;2;1438.3;0;1438.3;3786;67;
710092683;Existing Customer;38;M;2;College;Married;$80K - $120K;Blue;30;2;3;3735;1421;2314;1837;47;
779284833;Existing Customer;55;M;2;Post-Graduate;Single;$60K - $80K;Blue;37;3;3;22127;1799;20328;3591;63;
713426358;Existing Customer;28;F;0;College;Married;Unknown;Blue;36;3;2;5685;0;5685;2395;62;
717132633;Existing Customer;62;M;0;Uneducated;Single;$40K - $60K;Blue;50;3;2;7348;1466;5882;3066;61;
714967233;Attrited Customer;52;M;2;Doctorate;Married;$120K +;Blue;34;3;2;11188;0;11188;2109;47;
767587833;Existing Customer;44;M;3;Unknown;Single;$120K +;Blue;37;3;1;3650;2512;1138;4599;75;
714954033;Existing Customer;29;F;0;Post-Graduate;Single;Less than $40K;Blue;36;5;2;5076;1223;3853;2675;57;
716154258;Existing Customer;48;M;4;Doctorate;Unknown;$60K - $80K;Silver;38;3;2;32658;1482;31176;2023;37;
755399433;Existing Customer;43;M;3;Uneducated;Married;$80K - $120K;Blue;36;6;1;28634;926;27708;4549;68;
709876008;Existing Customer;49;F;2;Post-Graduate;Single;Less than $40K;Blue;36;3;1;3414;1473;1941;1803;49;
709918158;Existing Customer;43;M;3;High School;Married;$80K - $120K;Blue;23;5;6;12315;0;12315;2028;51;
713350908;Existing Customer;41;F;2;Uneducated;Married;$40K - $60K;Blue;36;5;3;2690;1912;778;3636;68;
715759458;Existing Customer;43;M;3;Graduate;Single;$80K - $120K;Blue;31;6;2;12165;0;12165;4066;74;
713976258;Existing Customer;51;F;3;Graduate;Single;Less than $40K;Blue;46;4;1;1792;989;803;3102;63;
790174608;Existing Customer;37;M;1;Doctorate;Single;$80K - $120K;Blue;30;6;3;19300;1181;18119;2660;70;
771335358;Existing Customer;37;M;2;College;Divorced;$40K - $60K;Blue;24;3;3;8120;2098;6022;3161;54;
708382083;Existing Customer;49;M;5;High School;Married;$80K - $120K;Blue;36;6;2;2292;0;2292;2584;60;
771829758;Existing Customer;36;M;3;Uneducated;Married;$80K - $120K;Blue;25;6;3;21434;1345;20089;2143;46;
767333808;Existing Customer;50;F;2;Graduate;Unknown;Less than $40K;Blue;43;5;3;3424;0;3424;4929;74;
721385433;Existing Customer;64;M;0;Unknown;Married;Less than $40K;Blue;51;3;3;2787;1201;1586;1662;39;
794293908;Existing Customer;36;F;3;College;Single;Unknown;Blue;30;3;2;8696;1482;7214;2847;67;
720409608;Existing Customer;45;M;3;High School;Married;$120K +;Blue;35;6;2;32446;1974;30472;1717;39;
717830583;Existing Customer;41;M;2;Graduate;Married;$80K - $120K;Blue;36;6;3;9133;2140;6993;4101;88;
715455708;Existing Customer;47;M;3;Graduate;Single;$80K - $120K;Blue;37;3;3;5116;1468;3648;2361;49;
719108358;Existing Customer;39;M;2;Post-Graduate;Married;$80K - $120K;Blue;31;5;2;18974;2517;16457;2783;56;
769323183;Existing Customer;51;M;4;Uneducated;Single;$120K +;Blue;45;6;2;12101;2517;9584;2086;44;
820020258;Existing Customer;55;F;1;High School;Single;$40K - $60K;Blue;46;5;3;5379;962;4417;1778;40;
719234883;Existing Customer;57;M;3;Graduate;Single;$120K +;Blue;49;5;3;32676;2134;30542;3990;88;
807349158;Existing Customer;36;M;4;Doctorate;Divorced;$120K +;Blue;31;4;3;34516;1491;33025;2243;60;
710799783;Existing Customer;35;M;2;Unknown;Married;$120K +;Blue;36;4;3;15202;1779;13423;3143;60;
778456983;Existing Customer;38;F;2;Unknown;Single;Less than $40K;Blue;23;5;3;2222;1205;1017;1823;49;
708644208;Existing Customer;39;F;2;Graduate;Single;$40K - $60K;Blue;34;5;2;5858;0;5858;3355;77;
711659958;Existing Customer;65;F;0;Graduate;Married;$40K - $60K;Blue;56;4;2;2692;1869;823;1594;36;
798988983;Existing Customer;51;F;2;Uneducated;Married;Less than $40K;Blue;45;6;3;7165;2037;5128;3553;78;
710760258;Existing Customer;50;F;3;High School;Married;Less than $40K;Blue;38;4;3;1438.3;0;1438.3;4740;81;
799700208;Existing Customer;38;M;2;Graduate;Single;$60K - $80K;Silver;32;5;1;26988;1587;25401;3732;70;
772401933;Existing Customer;36;F;1;Unknown;Single;Less than $40K;Blue;26;3;3;2517;0;2517;3569;62;
787460883;Attrited Customer;41;M;3;Uneducated;Married;$40K - $60K;Blue;28;3;3;11091;0;11091;1234;34;
770937183;Existing Customer;40;F;4;Graduate;Single;Less than $40K;Silver;27;3;1;10745;2084;8661;3502;87;
715468083;Existing Customer;40;F;2;Doctorate;Married;Unknown;Silver;36;3;2;34516;1686;32830;3146;66;
807161508;Existing Customer;26;M;1;Unknown;Single;Less than $40K;Blue;20;6;3;2590;1748;842;2804;52;
772268058;Existing Customer;46;F;4;Uneducated;Single;Less than $40K;Blue;35;5;2;2722;1473;1249;3129;69;
710166783;Existing Customer;49;F;1;Graduate;Married;Less than $40K;Blue;36;3;3;8228;0;8228;4277;80;
804820233;Existing Customer;38;M;2;Unknown;Divorced;$80K - $120K;Blue;33;6;3;11777;1781;9996;2763;62;
708758658;Existing Customer;49;M;4;Graduate;Married;$80K - $120K;Blue;39;5;1;34516;543;33973;3951;76;
714011358;Existing Customer;38;M;3;Graduate;Divorced;$80K - $120K;Blue;24;5;1;14821;0;14821;2876;60;
712401033;Existing Customer;36;M;1;Unknown;Single;Less than $40K;Blue;23;4;3;1438.3;928;510.3;2186;59;
771212508;Existing Customer;34;F;2;Unknown;Single;Less than $40K;Blue;21;6;3;6131;1270;4861;2825;93;
821150958;Existing Customer;52;M;5;Graduate;Single;$80K - $120K;Blue;47;3;1;2047;665;1382;3452;66;
792272658;Existing Customer;40;M;3;Graduate;Single;$80K - $120K;Blue;34;3;3;22380;1220;21160;3756;73;
809818008;Existing Customer;36;M;3;Uneducated;Married;$80K - $120K;Blue;31;3;3;12893;1620;11273;2300;60;
803231058;Existing Customer;53;M;3;High School;Single;Less than $40K;Blue;47;5;1;3351;1474;1877;4294;66;
715698633;Existing Customer;40;F;2;Unknown;Married;Less than $40K;Blue;36;3;1;5093;2376;2717;2341;57;
720450108;Existing Customer;54;M;1;Graduate;Married;$40K - $60K;Blue;44;5;1;1438.3;0;1438.3;1585;37;
719076858;Existing Customer;34;M;4;College;Single;$60K - $80K;Blue;20;5;1;2165;1952;213;2651;81;
720016308;Existing Customer;62;F;1;Unknown;Single;Less than $40K;Blue;54;4;2;1927;1319;608;4199;77;
712443558;Existing Customer;39;F;1;College;Single;Unknown;Blue;36;6;1;22125;0;22125;1994;57;
711835758;Existing Customer;50;M;3;Graduate;Married;$120K +;Blue;42;4;5;34516;2099;32417;1756;35;
709284333;Existing Customer;36;M;1;Uneducated;Divorced;$120K +;Blue;28;6;3;5260;1116;4144;2546;62;
788122533;Existing Customer;56;F;1;Graduate;Married;Less than $40K;Blue;48;6;2;1438.3;0;1438.3;1336;32;
709206333;Attrited Customer;44;F;4;Graduate;Single;$40K - $60K;Blue;30;3;4;4333;0;4333;1558;40;
713039808;Existing Customer;45;M;4;College;Married;Less than $40K;Blue;32;3;2;6637;0;6637;1801;48;
801700233;Existing Customer;36;M;2;Graduate;Single;$120K +;Blue;28;4;3;3174;2462;712;3140;74;
716815308;Existing Customer;44;F;2;Uneducated;Married;Less than $40K;Blue;36;4;2;4396;1489;2907;3942;69;
821149008;Attrited Customer;52;M;2;Graduate;Single;$80K - $120K;Blue;48;6;2;34516;0;34516;1661;40;
720580383;Existing Customer;50;F;3;Graduate;Married;Less than $40K;Blue;37;3;2;1438.3;0;1438.3;3637;80;
780202908;Existing Customer;53;F;2;Graduate;Single;Less than $40K;Blue;43;3;3;6853;1480;5373;2833;70;
787504158;Existing Customer;36;F;0;Unknown;Married;Less than $40K;Blue;24;4;3;2570;2230;340;1755;42;
716183283;Existing Customer;27;F;1;College;Divorced;Less than $40K;Blue;15;5;3;2166;890;1276;3563;70;
824168808;Existing Customer;31;F;1;College;Divorced;Unknown;Blue;27;4;6;3647;1480;2167;2271;60;
712936908;Existing Customer;36;M;3;Unknown;Single;$60K - $80K;Blue;36;3;1;11684;1786;9898;2969;88;
719855958;Existing Customer;41;M;4;High School;Single;$60K - $80K;Blue;28;6;1;4475;0;4475;3367;66;
710112933;Existing Customer;28;M;1;Uneducated;Single;$60K - $80K;Blue;18;6;3;16604;1716;14888;2580;61;
768364233;Existing Customer;59;M;1;High School;Married;$40K - $60K;Blue;53;6;2;5446;1885;3561;1505;33;
771725808;Existing Customer;43;M;3;Uneducated;Unknown;$80K - $120K;Blue;31;5;1;28700;769;27931;3395;71;
780686358;Existing Customer;41;M;3;Unknown;Married;$60K - $80K;Blue;30;3;1;2888;1676;1212;3798;58;
712762758;Existing Customer;46;M;2;Graduate;Married;$60K - $80K;Blue;34;4;2;9451;1280;8171;3179;79;
714392808;Existing Customer;51;M;3;Unknown;Married;$80K - $120K;Blue;43;3;4;13933;1019;12914;3504;62;
713089458;Existing Customer;44;M;1;High School;Married;Less than $40K;Blue;33;5;2;6130;808;5322;3411;78;
826780683;Existing Customer;40;M;3;Graduate;Married;$60K - $80K;Blue;36;6;2;15008;0;15008;3943;85;
780251658;Existing Customer;32;M;1;High School;Married;$40K - $60K;Blue;18;4;1;4583;1586;2997;2395;57;
772273983;Attrited Customer;48;M;4;Uneducated;Single;$40K - $60K;Blue;37;1;3;5268;2191;3077;2138;40;
737944908;Existing Customer;58;M;2;Unknown;Married;$60K - $80K;Blue;51;4;2;14976;1463;13513;1599;36;
720688158;Existing Customer;37;F;3;High School;Single;Less than $40K;Blue;25;3;2;2282;0;2282;2751;68;
719902908;Attrited Customer;51;M;3;Unknown;Married;$80K - $120K;Blue;36;3;3;5130;0;5130;1434;31;
771682533;Existing Customer;43;F;3;Unknown;Married;Less than $40K;Blue;31;4;3;5702;0;5702;3928;75;
708193008;Existing Customer;41;M;4;Uneducated;Single;$80K - $120K;Blue;30;3;3;14480;0;14480;1616;43;
772449858;Existing Customer;51;M;3;Graduate;Divorced;$40K - $60K;Blue;41;5;3;7570;1388;6182;3849;70;
715992558;Existing Customer;52;M;2;Doctorate;Married;$80K - $120K;Blue;38;4;2;12878;1628;11250;1968;59;
708502908;Existing Customer;61;M;2;High School;Single;$60K - $80K;Silver;48;5;2;26218;0;26218;3925;88;
720132258;Existing Customer;49;M;3;Post-Graduate;Single;$120K +;Silver;36;6;1;34516;1323;33193;3422;78;
708704433;Existing Customer;36;F;3;High School;Single;Unknown;Blue;23;6;3;2804;2090;714;2812;77;
720906033;Existing Customer;35;M;1;Graduate;Married;$40K - $60K;Blue;25;5;4;5801;1176;4625;2987;52;
719961183;Existing Customer;63;F;0;High School;Married;Less than $40K;Blue;53;5;3;2271;1278;993;1550;33;
718838808;Existing Customer;36;F;1;Post-Graduate;Married;Less than $40K;Blue;23;6;3;3107;2354;753;2720;48;
710268858;Existing Customer;33;F;4;Graduate;Single;Less than $40K;Blue;22;5;1;2001;1217;784;3162;99;
788360283;Existing Customer;33;M;1;Graduate;Single;$80K - $120K;Blue;26;4;1;1438.3;0;1438.3;2557;55;
717914808;Existing Customer;65;M;1;High School;Single;Unknown;Blue;36;4;3;4465;703;3762;4044;66;
802884933;Existing Customer;61;M;1;Graduate;Married;$60K - $80K;Blue;55;6;2;3264;1348;1916;1665;32;
714436383;Existing Customer;44;M;4;Graduate;Unknown;$80K - $120K;Blue;34;4;3;26856;0;26856;4222;75;
718785483;Existing Customer;38;M;1;Doctorate;Single;$80K - $120K;Silver;29;6;3;34516;1435;33081;4238;85;
708816408;Existing Customer;41;M;4;Uneducated;Single;$80K - $120K;Blue;32;4;6;21756;0;21756;3063;71;
715363908;Existing Customer;44;F;4;Uneducated;Married;Less than $40K;Blue;26;4;1;4726;1551;3175;3658;70;
709163358;Attrited Customer;41;M;5;Unknown;Single;$60K - $80K;Gold;32;2;3;34516;2517;31999;1727;35;
827643858;Existing Customer;45;F;2;Unknown;Single;Less than $40K;Blue;41;6;2;5596;0;5596;3212;64;
711251133;Existing Customer;37;M;0;Post-Graduate;Single;$80K - $120K;Blue;27;5;2;15326;0;15326;2990;55;
716896833;Existing Customer;51;M;1;Unknown;Single;$80K - $120K;Blue;38;3;1;11373;1319;10054;1976;35;
789193383;Existing Customer;65;M;0;Uneducated;Single;Less than $40K;Blue;54;3;1;2644;1691;953;3495;70;
712801758;Existing Customer;37;F;1;Graduate;Single;$40K - $60K;Blue;27;6;1;2673;2517;156;3052;63;
719836083;Existing Customer;54;M;4;Unknown;Married;$60K - $80K;Blue;36;3;4;7477;1752;5725;1543;34;
718291233;Existing Customer;46;M;4;Graduate;Married;$80K - $120K;Blue;33;5;1;16227;917;15310;4314;67;
718682883;Existing Customer;41;M;2;Unknown;Single;$80K - $120K;Blue;34;3;3;19110;2449;16661;4478;76;
771503958;Existing Customer;49;M;2;Unknown;Single;$40K - $60K;Blue;37;5;1;2993;1265;1728;4089;72;
771960708;Existing Customer;51;M;2;Graduate;Married;$80K - $120K;Blue;40;3;2;3290;2461;829;3591;80;
717427983;Existing Customer;50;F;3;High School;Single;Less than $40K;Silver;39;4;3;11176;2422;8754;2682;64;
712737108;Existing Customer;48;F;4;High School;Married;Unknown;Blue;36;4;1;21416;0;21416;4221;75;
771599283;Existing Customer;53;M;2;Graduate;Married;$80K - $120K;Blue;41;3;2;2492;1668;824;1606;32;
717237708;Existing Customer;54;M;2;Post-Graduate;Single;$60K - $80K;Blue;38;3;3;14265;1878;12387;3982;58;
710703708;Existing Customer;46;F;4;Unknown;Single;$40K - $60K;Silver;35;6;3;16985;968;16017;2961;56;
712513458;Existing Customer;47;F;4;High School;Single;Less than $40K;Blue;38;4;1;7469;1899;5570;3150;70;
709690158;Existing Customer;52;F;4;Graduate;Married;Less than $40K;Blue;36;6;1;4592;2517;2075;1470;33;
709959858;Existing Customer;43;F;4;Graduate;Single;Less than $40K;Blue;32;6;3;4341;0;4341;3825;63;
720683958;Existing Customer;41;M;4;Uneducated;Divorced;$80K - $120K;Gold;36;6;2;34516;0;34516;4077;67;
780704358;Existing Customer;34;M;3;Post-Graduate;Unknown;$60K - $80K;Silver;23;4;3;27710;0;27710;4014;73;
717843783;Existing Customer;33;F;1;College;Single;Less than $40K;Silver;17;4;3;13431;1583;11848;2338;71;
718318383;Existing Customer;49;M;1;High School;Unknown;$60K - $80K;Blue;36;6;3;2645;1499;1146;4251;69;
708849858;Existing Customer;44;M;3;Doctorate;Single;$120K +;Blue;35;4;1;14028;1435;12593;3683;73;
712652283;Existing Customer;36;M;1;Uneducated;Divorced;$80K - $120K;Blue;28;4;1;34516;774;33742;3030;74;
793461933;Existing Customer;37;M;3;High School;Single;$80K - $120K;Blue;31;4;2;5699;1006;4693;2835;57;
720084183;Existing Customer;46;M;3;Unknown;Divorced;$120K +;Blue;34;5;2;16284;0;16284;3018;75;
767114958;Existing Customer;65;M;0;Uneducated;Single;Less than $40K;Blue;56;4;2;3226;2073;1153;3250;70;
709216533;Existing Customer;52;M;2;College;Married;$80K - $120K;Blue;36;6;3;2803;778;2025;3142;64;
720897783;Existing Customer;50;M;1;Uneducated;Married;$120K +;Blue;30;6;2;34516;2010;32506;2776;59;
773503308;Existing Customer;59;M;1;Uneducated;Single;Less than $40K;Blue;53;5;5;2192;1569;623;4010;79;
719963433;Existing Customer;37;F;3;Unknown;Single;Unknown;Blue;29;3;2;8318;1945;6373;3676;77;
708139833;Attrited Customer;40;M;3;Graduate;Unknown;$60K - $80K;Blue;30;4;2;6391;0;6391;2323;44;
710664558;Existing Customer;40;F;3;High School;Married;Less than $40K;Blue;31;5;2;4736;945;3791;3927;73;
713687508;Existing Customer;59;M;1;Doctorate;Single;$60K - $80K;Blue;49;5;2;9944;1606;8338;3159;69;
816312633;Existing Customer;52;F;3;College;Married;$40K - $60K;Blue;47;6;3;4717;0;4717;2349;66;
712019883;Existing Customer;43;F;4;Unknown;Unknown;Unknown;Blue;34;5;3;12778;1528;11250;3337;69;
718216008;Existing Customer;48;M;3;Graduate;Married;$60K - $80K;Blue;38;5;2;16920;2157;14763;3275;60;
718345233;Existing Customer;45;F;2;Graduate;Unknown;Less than $40K;Blue;35;6;3;3240;2517;723;1904;41;
771228183;Existing Customer;30;F;0;Graduate;Divorced;Less than $40K;Blue;17;4;1;4704;0;4704;3294;87;
789430083;Existing Customer;41;F;5;High School;Single;$40K - $60K;Blue;32;6;1;14987;1425;13562;4470;83;
779524833;Existing Customer;51;M;1;Unknown;Single;$80K - $120K;Blue;34;4;3;3554;1563;1991;3640;59;
823621083;Existing Customer;46;M;3;Graduate;Married;$120K +;Blue;42;3;3;9227;938;8289;3948;74;
715563558;Existing Customer;50;M;1;Unknown;Married;$120K +;Blue;40;3;3;7522;1057;6465;2533;62;
715424283;Existing Customer;31;F;0;College;Married;Less than $40K;Blue;21;5;2;1677;0;1677;3059;50;
807209808;Existing Customer;48;M;1;High School;Single;$60K - $80K;Blue;40;6;2;2319;1630;689;3739;68;
716578158;Existing Customer;39;F;1;Unknown;Married;Less than $40K;Blue;29;6;2;2722;1592;1130;3205;49;
708911508;Existing Customer;50;F;2;Unknown;Married;Less than $40K;Blue;39;3;3;2046;0;2046;3446;71;
717332733;Existing Customer;47;M;4;Unknown;Single;$80K - $120K;Silver;37;5;2;34516;0;34516;2851;80;
710681808;Existing Customer;53;M;3;High School;Single;$80K - $120K;Blue;42;6;3;18531;1548;16983;2484;52;
708740808;Existing Customer;45;M;4;Graduate;Married;$40K - $60K;Blue;36;5;3;4112;0;4112;2949;54;
711728208;Existing Customer;46;M;4;Graduate;Single;$120K +;Blue;34;4;1;34516;0;34516;4143;68;
720562008;Existing Customer;34;M;2;Graduate;Single;$80K - $120K;Silver;22;4;3;34516;1263;33253;2759;65;
709012083;Existing Customer;39;M;1;Uneducated;Married;Less than $40K;Blue;28;3;3;4683;2514;2169;2010;45;
771073908;Existing Customer;62;M;0;Unknown;Married;$40K - $60K;Blue;48;4;1;1438.3;0;1438.3;1406;27;
718174908;Existing Customer;53;F;3;Uneducated;Married;Less than $40K;Blue;36;4;3;4224;2417;1807;1458;29;
709550958;Existing Customer;51;M;3;Graduate;Married;$60K - $80K;Blue;32;3;1;7133;0;7133;2689;62;
720411183;Existing Customer;34;F;1;High School;Single;Unknown;Blue;22;6;1;10253;1857;8396;3042;66;
720776508;Existing Customer;44;F;2;Doctorate;Single;$40K - $60K;Blue;25;4;3;4210;0;4210;4248;65;
755615208;Existing Customer;49;M;3;High School;Single;$120K +;Blue;42;5;3;12630;1822;10808;4084;66;
708147108;Existing Customer;26;M;0;Graduate;Divorced;Unknown;Blue;36;6;1;21084;2517;18567;2309;71;
827476983;Attrited Customer;56;F;2;College;Single;Less than $40K;Blue;52;3;5;3639;2178;1461;1865;42;
716682258;Existing Customer;52;M;1;High School;Divorced;$120K +;Blue;36;4;3;31945;1591;30354;3650;62;
708563433;Attrited Customer;65;F;0;High School;Single;Unknown;Blue;56;3;6;5894;477;5417;1616;32;
772277508;Existing Customer;65;F;1;Unknown;Single;Less than $40K;Blue;54;4;2;2209;0;2209;3292;52;
712515558;Existing Customer;35;M;1;College;Single;$60K - $80K;Blue;26;3;2;23447;1515;21932;2834;77;
719342808;Existing Customer;48;M;3;Graduate;Single;$80K - $120K;Blue;30;4;2;4180;688;3492;3750;76;
788957358;Existing Customer;53;F;1;Graduate;Single;$40K - $60K;Blue;39;3;3;4930;2227;2703;4224;77;
778386033;Existing Customer;38;M;3;Uneducated;Married;$60K - $80K;Blue;18;6;3;3417;1749;1668;2068;34;
820060758;Existing Customer;50;F;1;College;Single;Less than $40K;Blue;45;4;2;4785;1965;2820;3651;59;
713271708;Existing Customer;46;M;3;Uneducated;Married;Less than $40K;Silver;33;5;2;12685;0;12685;4454;74;
720555483;Existing Customer;48;M;3;Graduate;Single;$80K - $120K;Blue;35;3;3;21374;0;21374;4100;79;
709405758;Existing Customer;36;M;2;Graduate;Married;$60K - $80K;Blue;28;4;3;1911;1217;694;1965;49;
769463433;Existing Customer;41;F;2;Post-Graduate;Single;Less than $40K;Blue;35;6;3;8666;0;8666;3593;71;
786087633;Existing Customer;60;M;0;Unknown;Married;$60K - $80K;Blue;54;4;1;2759;2501;258;1650;34;
738627708;Attrited Customer;49;F;2;Unknown;Single;Unknown;Blue;41;5;3;5984;0;5984;1838;42;
719527833;Existing Customer;45;F;4;High School;Unknown;Unknown;Blue;36;6;3;23000;1097;21903;3886;70;
715921758;Existing Customer;36;M;2;College;Single;$60K - $80K;Blue;25;5;3;1438.3;0;1438.3;2882;68;
717280158;Existing Customer;49;M;3;Graduate;Married;Less than $40K;Blue;36;3;3;2976;1817;1159;3332;60;
714179658;Existing Customer;43;M;3;High School;Single;$120K +;Blue;36;3;1;34516;0;34516;1996;48;
806637558;Existing Customer;58;M;1;High School;Married;$60K - $80K;Blue;53;5;2;1438.3;0;1438.3;1539;40;
714828708;Existing Customer;46;M;0;High School;Divorced;$80K - $120K;Blue;36;3;1;16099;0;16099;3656;88;
711989358;Existing Customer;50;M;2;Graduate;Single;$80K - $120K;Blue;36;4;2;19595;1187;18408;3811;62;
720188508;Existing Customer;43;M;4;Graduate;Single;$60K - $80K;Blue;25;3;2;13193;1749;11444;4071;64;
719528958;Existing Customer;57;F;3;College;Single;$40K - $60K;Blue;36;3;1;8184;1508;6676;4134;71;
713110908;Existing Customer;30;M;1;Unknown;Married;Less than $40K;Blue;13;3;6;2607;1966;641;1719;45;
721179708;Existing Customer;48;F;2;Unknown;Married;Less than $40K;Blue;37;4;2;5758;0;5758;4422;76;
716363658;Existing Customer;51;M;2;Doctorate;Single;$120K +;Blue;36;4;2;25873;582;25291;3920;84;
711443808;Existing Customer;46;M;2;Unknown;Divorced;$60K - $80K;Blue;37;6;1;2695;1657;1038;4068;53;
778952058;Existing Customer;46;M;3;College;Married;$80K - $120K;Blue;32;4;2;20860;1496;19364;3435;56;
713642133;Existing Customer;45;M;4;Unknown;Married;$40K - $60K;Blue;30;6;3;1892;1049;843;4558;60;
778908783;Existing Customer;52;M;3;College;Married;$80K - $120K;Blue;33;3;3;27751;1018;26733;1427;25;
778170633;Existing Customer;48;M;5;Graduate;Married;$80K - $120K;Blue;38;6;2;34516;657;33859;3661;71;
714670533;Existing Customer;47;M;3;Unknown;Single;$80K - $120K;Blue;37;3;1;24580;2517;22063;3069;62;
771833433;Attrited Customer;49;M;2;High School;Married;$80K - $120K;Blue;38;3;2;29893;0;29893;2063;48;
772758783;Existing Customer;43;M;1;Unknown;Married;$80K - $120K;Blue;33;5;1;21165;735;20430;3343;60;
788959758;Existing Customer;47;F;4;Uneducated;Single;$40K - $60K;Blue;33;3;2;9148;561;8587;3451;59;
716878533;Existing Customer;55;M;2;Unknown;Married;$80K - $120K;Blue;46;4;1;10979;1889;9090;1425;33;
713267133;Existing Customer;41;F;5;Post-Graduate;Married;Less than $40K;Blue;33;3;1;6519;851;5668;3088;65;
716263533;Existing Customer;44;M;5;High School;Married;$80K - $120K;Blue;36;3;2;2509;1464;1045;3166;72;
719026383;Existing Customer;35;F;2;Uneducated;Married;Less than $40K;Blue;36;3;1;2664;0;2664;3135;59;
821755233;Existing Customer;40;F;2;Unknown;Married;Unknown;Blue;28;5;5;14999;1123;13876;3441;69;
709683633;Existing Customer;32;F;1;High School;Single;Less than $40K;Silver;13;4;1;10332;948;9384;2914;67;
714318033;Existing Customer;50;M;4;Unknown;Married;$60K - $80K;Blue;36;5;1;10226;1638;8588;3321;57;
828291858;Attrited Customer;38;M;3;College;Single;$60K - $80K;Blue;34;6;3;12050;1821;10229;2381;40;
779647608;Existing Customer;39;M;2;High School;Single;$120K +;Blue;22;5;2;26124;0;26124;4199;92;
787605558;Existing Customer;48;F;3;Graduate;Divorced;Less than $40K;Blue;31;6;2;9816;0;9816;3489;81;
771534408;Existing Customer;52;F;2;College;Single;Less than $40K;Blue;40;4;3;2783;2379;404;3897;74;
716219808;Existing Customer;49;M;3;Graduate;Unknown;$60K - $80K;Blue;36;5;2;15942;0;15942;1742;41;
715690908;Existing Customer;46;F;3;Graduate;Single;Less than $40K;Silver;39;4;3;12222;1260;10962;3418;78;
789125733;Existing Customer;38;F;4;Doctorate;Married;Less than $40K;Blue;26;4;2;4002;1402;2600;2114;53;
717271983;Existing Customer;60;M;0;College;Single;$80K - $120K;Silver;53;6;3;34516;1388;33128;3261;64;
709695333;Existing Customer;48;M;2;High School;Single;$80K - $120K;Blue;36;3;2;10227;1695;8532;3577;82;
712233183;Existing Customer;45;F;2;Graduate;Single;Less than $40K;Blue;34;3;3;4265;1622;2643;3244;62;
716645883;Existing Customer;47;M;2;Unknown;Unknown;$60K - $80K;Blue;36;3;2;13867;0;13867;4297;68;
711762408;Existing Customer;43;M;2;Doctorate;Divorced;$40K - $60K;Blue;34;4;1;2243;0;2243;4023;63;
818305008;Existing Customer;41;F;2;Graduate;Married;$40K - $60K;Blue;36;6;1;11239;1375;9864;3978;89;
788159433;Existing Customer;53;M;2;Unknown;Single;$60K - $80K;Blue;45;5;1;22558;818;21740;3855;70;
709104333;Existing Customer;50;M;5;Post-Graduate;Married;$120K +;Silver;36;5;2;34516;891;33625;2687;64;
708112008;Existing Customer;56;M;2;Graduate;Married;$80K - $120K;Blue;36;4;2;23510;1049;22461;1661;35;
714731208;Existing Customer;63;F;0;Uneducated;Unknown;$40K - $60K;Blue;55;6;2;1651;1433;218;4050;58;
710006958;Existing Customer;53;F;1;High School;Single;Less than $40K;Blue;41;6;2;8693;796;7897;4755;69;
815062383;Existing Customer;35;F;2;High School;Married;Less than $40K;Blue;30;3;3;4549;1193;3356;1914;33;
778447908;Existing Customer;51;M;2;College;Married;$80K - $120K;Blue;33;3;1;3558;0;3558;4136;65;
720725058;Attrited Customer;51;F;1;Graduate;Single;Less than $40K;Blue;37;1;3;7176;0;7176;1375;33;
803415183;Existing Customer;44;M;3;Unknown;Single;$80K - $120K;Silver;38;3;3;34516;657;33859;4614;76;
708582858;Existing Customer;38;M;3;Graduate;Single;$60K - $80K;Blue;25;3;3;18293;0;18293;2958;63;
779833908;Existing Customer;40;F;2;Graduate;Divorced;Unknown;Blue;23;6;2;18332;1376;16956;4095;67;
818687958;Existing Customer;48;M;2;Graduate;Divorced;$80K - $120K;Blue;43;5;3;6383;1436;4947;4462;88;
708714108;Existing Customer;42;F;3;High School;Single;Less than $40K;Silver;31;5;2;13441;2517;10924;1894;49;
754872333;Existing Customer;50;M;2;Graduate;Married;$120K +;Blue;43;3;1;20114;0;20114;4740;88;
718637208;Existing Customer;54;F;2;Graduate;Single;Less than $40K;Blue;43;3;2;2019;1387;632;1689;36;
816772908;Existing Customer;38;M;3;High School;Single;$60K - $80K;Silver;33;6;1;34516;1793;32723;4533;78;
711935283;Attrited Customer;55;M;5;Post-Graduate;Single;$80K - $120K;Blue;47;3;1;1438.3;0;1438.3;1427;36;
716950758;Attrited Customer;46;M;4;High School;Married;$60K - $80K;Blue;36;1;3;8017;0;8017;1657;43;
716497908;Existing Customer;49;F;1;Doctorate;Married;Unknown;Blue;36;3;1;8519;0;8519;3698;65;
809358708;Existing Customer;38;M;3;Unknown;Single;$80K - $120K;Blue;33;6;2;34516;2135;32381;3514;63;
716037708;Existing Customer;50;M;0;Uneducated;Divorced;$60K - $80K;Blue;39;6;3;9474;1021;8453;3240;54;
